"B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M","GEO_ID","NAME"
"1323","380","600","221","135","103","0","12","0","12","0","12","0","12","0","12","0","12","0","12","19","36","0","12","144","109","13","23","43","55","80","62","32","37","32","37","34","40","29","36","34","38","0","12","0","12","5","9","0","12","723","204","22","35","51","62","0","12","0","12","0","12","0","12","16","29","0","12","31","42","86","82","111","87","29","40","48","58","78","58","0","12","17","27","80","76","18","28","53","53","65","76","0","12","0","12","18","30","1500000US150030037022","Block Group 2, Census Tract 37.02, Honolulu County, Hawaii"
"1009","402","515","302","0","12","0","12","46","49","0","12","0","12","0","12","0","12","0","12","59","73","0","12","0","12","0","12","73","70","0","12","0","12","0","12","52","80","76","122","183","277","18","29","0","12","8","14","0","12","494","209","50","53","0","12","0","12","14","25","0","12","0","12","0","12","55","87","88","90","0","12","0","12","45","47","0","12","0","12","84","76","0","12","120","170","7","11","0","12","18","29","0","12","13","21","0","12","1500000US150030037023","Block Group 3, Census Tract 37.02, Honolulu County, Hawaii"
"46","55","36","48","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","28","46","8","13","0","12","0","12","0","12","0","12","0","12","10","18","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","10","18","0","12","0","12","0","12","0","12","0","12","0","12","1500000US150030037024","Block Group 4, Census Tract 37.02, Honolulu County, Hawaii"
"1018","292","576","237","28","38","19","28","0","12","0","12","0","12","0","12","0","12","0","12","87","70","192","160","63","60","22","26","60","78","9","15","39","36","0","12","0","12","17","26","0","12","0","12","40","41","0","12","0","12","442","139","32","48","18","29","0","12","0","12","0","12","0","12","0","12","0","12","31","33","43","42","87","59","9","21","0","12","97","63","9","16","15","24","15","22","0","12","15","24","33","38","18","30","20","32","0","12","1500000US150030037031","Block Group 1, Census Tract 37.03, Honolulu County, Hawaii"
"486","503","401","487","0","12","129","209","0","12","0","12","0","12","0","12","0","12","0","12","0","12","28","43","0","12","0","12","174","269","35","41","21","32","0","12","14","23","0","12","0","12","0","12","0","12","0","12","0","12","85","83","0","12","0","12","0","12","0","12","0","12","0","12","0","12","15","25","29","44","0","12","0","12","0","12","0","12","20","31","0","12","0","12","21","32","0","12","0","12","0","12","0","12","0","12","0","12","1500000US150030037032","Block Group 2, Census Tract 37.03, Honolulu County, Hawaii"
"772","198","367","105","0","12","0","12","0","12","0","12","0","12","0","12","0","12","34","41","0","12","25","35","34","42","22","34","21","31","0","12","47","39","0","12","9","13","59","74","24","36","17","28","75","56","0","12","0","12","405","118","0","12","13","21","0","12","22","34","0","12","0","12","0","12","0","12","21","34","54","59","13","20","0","12","21","33","64","49","25","28","29","29","14","24","46","70","42","42","17","27","24","38","0","12","0","12","1500000US150030037033","Block Group 3, Census Tract 37.03, Honolulu County, Hawaii"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US150030037034","Block Group 4, Census Tract 37.03, Honolulu County, Hawaii"
"390","307","163","142","42","48","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","17","27","0","12","0","12","21","32","0","12","0","12","0","12","0","12","0","12","16","26","0","12","67","110","0","12","227","199","25","39","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","23","36","75","100","0","12","0","12","0","12","0","12","0","12","0","12","0","12","36","56","15","24","53","86","0","12","0","12","1500000US150030037035","Block Group 5, Census Tract 37.03, Honolulu County, Hawaii"
"925","493","504","365","0","12","39","81","0","12","47","66","62","70","0","12","0","12","67","93","0","12","10","17","22","36","0","12","40","81","10","17","0","12","0","12","0","12","94","144","0","12","0","12","11","20","31","49","71","67","421","194","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","31","65","61","85","11","17","0","12","0","12","115","81","0","12","12","20","85","93","16","27","57","59","33","42","1500000US150030038011","Block Group 1, Census Tract 38.01, Honolulu County, Hawaii"
"1280","496","693","355","247","253","0","12","0","12","0","12","0","12","0","12","0","12","66","105","26","42","0","12","46","53","125","80","0","12","0","12","63","60","51","69","41","67","0","12","7","11","21","34","0","12","0","12","0","12","587","190","0","12","0","12","32","66","80","79","0","12","0","12","0","12","0","12","0","12","0","12","173","134","77","93","0","12","49","75","99","85","20","33","0","12","46","51","0","12","0","12","0","12","11","18","0","12","1500000US150030038012","Block Group 2, Census Tract 38.01, Honolulu County, Hawaii"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US150030038013","Block Group 3, Census Tract 38.01, Honolulu County, Hawaii"
"1320","487","634","289","23","37","0","12","0","12","0","12","0","12","0","12","0","12","0","12","116","89","0","12","55","84","107","113","47","44","10","18","0","12","10","18","136","192","22","28","32","55","0","12","76","79","0","12","0","12","686","234","0","12","23","36","12","20","0","12","0","12","0","12","0","12","0","12","40","65","159","119","46","65","73","87","74","90","13","22","10","16","15","25","148","152","3","13","45","44","6","12","19","33","0","12","0","12","1500000US150030038014","Block Group 4, Census Tract 38.01, Honolulu County, Hawaii"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US150030038015","Block Group 5, Census Tract 38.01, Honolulu County, Hawaii"
"295","134","144","103","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","26","43","0","12","0","12","0","12","9","17","0","12","15","24","37","55","0","12","57","84","0","12","0","12","0","12","151","74","0","12","0","12","0","12","0","12","24","37","0","12","0","12","0","12","0","12","41","60","0","12","0","12","25","39","21","35","15","26","0","12","14","24","11","19","0","12","0","12","0","12","0","12","0","12","1500000US150030038021","Block Group 1, Census Tract 38.02, Honolulu County, Hawaii"
"2396","618","1117","397","94","110","46","76","20","30","114","171","0","12","41","49","0","12","14","24","27","30","141","137","148","80","28","45","82","60","77","81","92","91","0","12","100","158","62","69","0","12","0","12","31","37","0","12","0","12","1279","305","79","95","77","81","0","12","0","12","0","12","0","12","0","12","0","12","166","104","62","77","198","124","54","54","244","156","59","53","154","160","15","25","0","12","140","137","7","15","12","24","0","12","12","21","0","12","1500000US150030038022","Block Group 2, Census Tract 38.02, Honolulu County, Hawaii"
"999","504","444","240","0","12","36","61","0","12","0","12","0","12","0","12","0","12","9","18","35","42","0","12","64","104","35","59","182","173","68","62","0","12","15","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","555","290","0","12","84","106","56","58","0","12","0","12","0","12","0","12","0","12","55","44","0","12","236","251","0","12","0","12","33","46","28","35","0","12","0","12","0","12","0","12","19","37","44","63","0","12","0","12","1500000US150030038023","Block Group 3, Census Tract 38.02, Honolulu County, Hawaii"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US150030038024","Block Group 4, Census Tract 38.02, Honolulu County, Hawaii"
"879","324","371","169","0","12","0","12","56","88","18","29","0","12","0","12","0","12","0","12","20","33","58","75","0","12","51","60","13","23","67","68","31","38","0","12","0","12","0","12","13","24","7","15","8","16","17","26","12","21","508","187","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","105","121","99","84","55","50","65","89","45","65","12","23","25","40","0","12","39","48","12","23","0","12","14","24","27","31","10","18","0","12","1500000US150030038025","Block Group 5, Census Tract 38.02, Honolulu County, Hawaii"
"268","50","133","37","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","7","10","6","10","0","12","0","12","17","17","9","8","0","12","4","6","16","20","14","12","13","13","33","17","9","10","0","12","5","7","135","46","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","11","12","0","12","5","7","0","12","0","12","12","19","0","12","0","12","5","7","4","6","32","30","38","31","0","12","23","17","5","7","1500000US150030039001","Block Group 1, Census Tract 39, Honolulu County, Hawaii"
"860","179","508","145","0","12","0","12","0","12","23","21","8","13","7","9","0","12","19","21","53","34","69","56","14","17","92","121","29","24","40","22","14","16","9","11","36","34","6","9","12","15","23","18","41","28","6","9","7","11","352","80","0","12","11","15","0","12","0","12","0","12","10","15","13","16","0","12","41","30","8","11","19","18","0","12","23","22","23","18","64","37","0","12","19","23","47","35","6","8","61","33","0","12","7","10","0","12","1500000US150030040001","Block Group 1, Census Tract 40, Honolulu County, Hawaii"
"471","143","303","120","49","72","13","17","7","10","7","10","0","12","0","12","0","12","0","12","3","8","47","45","24","22","13","13","23","14","12","13","38","27","0","12","16","15","6","9","6","9","18","16","15","14","6","9","0","12","168","58","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","3","6","8","12","0","12","25","19","12","16","28","28","35","23","6","9","12","15","0","12","20","18","6","8","13","13","0","12","0","12","1500000US150030040002","Block Group 2, Census Tract 40, Honolulu County, Hawaii"
"597","218","374","174","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","44","53","97","118","38","58","0","12","0","12","40","29","118","139","37","46","0","12","0","12","0","12","0","12","0","12","0","12","0","12","223","152","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","26","0","12","32","50","102","159","0","12","12","24","24","41","14","24","0","12","0","12","0","12","0","12","23","35","0","12","0","12","1500000US150030041011","Block Group 1, Census Tract 41.01, Honolulu County, Hawaii"
"1020","307","442","146","0","12","0","12","86","122","0","12","0","12","0","12","0","12","14","21","16","25","0","12","38","50","68","65","79","79","30","35","0","12","23","39","25","39","0","12","26","30","18","28","19","32","0","12","0","12","578","249","0","12","0","12","24","40","23","38","0","12","0","12","0","12","16","26","17","29","105","130","0","12","0","12","56","62","33","54","137","122","0","12","53","43","41","47","19","31","0","12","0","12","16","25","38","59","1500000US150030041012","Block Group 2, Census Tract 41.01, Honolulu County, Hawaii"
"1090","249","714","176","49","66","93","83","32","49","32","50","0","12","0","12","0","12","0","12","46","41","11","18","87","56","88","75","99","82","85","60","29","30","2","3","0","12","0","12","12","18","0","12","37","53","0","12","12","19","376","155","0","12","24","39","24","42","0","12","0","12","0","12","0","12","14","24","10","37","44","59","114","121","46","64","0","12","19","27","12","18","4","7","13","21","4","13","0","12","0","12","36","55","0","12","12","19","1500000US150030041021","Block Group 1, Census Tract 41.02, Honolulu County, Hawaii"
"758","252","377","148","44","61","0","12","0","12","0","12","18","30","0","12","18","32","43","44","36","45","0","12","74","45","30","37","9","15","23","31","8","13","0","12","0","12","20","25","19","28","35","37","0","12","0","12","0","12","381","139","0","12","0","12","23","37","0","12","41","52","10","16","0","12","0","12","0","12","22","42","43","36","0","12","7","19","22","40","62","55","0","12","9","16","26","31","21","30","24","28","47","50","0","12","24","21","1500000US150030041022","Block Group 2, Census Tract 41.02, Honolulu County, Hawaii"
"611","402","284","220","0","12","0","12","91","143","0","12","0","12","0","12","0","12","0","12","0","12","25","37","14","23","0","12","61","79","46","51","0","12","10","18","0","12","9","13","9","15","7","14","0","12","12","21","0","12","327","206","11","21","0","12","79","122","0","12","0","12","0","12","0","12","0","12","25","32","33","41","4","20","4","23","9","18","0","12","17","21","0","12","49","65","53","68","14","23","13","23","9","17","3","4","4","6","1500000US150030041023","Block Group 3, Census Tract 41.02, Honolulu County, Hawaii"
